days,content,cleaned_review
330,"Camera quality - 10/10🔥
Performance - 10/10🤩
Sound quality - 10/10😳😍
Battery - 10/8❤️
Smooth use❤️❤️❤️
I am very happy, Thank you Filpkart😍❤️",camera quality 10 10 performance 10 10 sound quality 10 10 battery 10 8 smooth use i am very happy thank you filpkart
270,Do not buy this from Flipkart. They deliver me defective device today. My mobile device auto shut down and camera not working. And flipkart is not accepting return of Product after 2 hrs of delivery. ...,do not buy this from flipkart they deliver me defective device today my mobile device auto shut down and camera not working and flipkart is not accepting return of product after 2 hrs of delivery
180,"I am using the last one month
Battery backup is good 
Excellent display quality 
Camera is above average only
No heating issue",i am using the last one month battery backup is good excellent display quality camera is above average only no heating issue
210,I have been using it for a month and have not faced any problem till now. Overall this phone is good.,i have been using it for a month and have not faced any till now overall this phone is good
330,"Every thing is good in this price range. 
Display 10/10
Camera 9/10
Performance 8/10
Overall good phone but company need to provide screen protector and mobile cover.",every thing is good in this price range display 10 10 camera 9 10 performance 8 10 overall good phone but company need to provide screen protector and mobile cover
330,Overall good phone👍 but as compare to my infinix note 12 pro 5g network speed and performance is not good.,overall good phone but as compare to my infinix note 12 pro 5g network speed and performance is not good
330,Every thing is awesome...,every thing is awesome
7,"Quality is good I would say camera is ok-ok not that great as told by many youtubers, performance is where it lacks the most also I was aware as they Moto phones usually don't perform good as they hav...",quality is good i would say camera is ok ok not that great as told by many youtubers performance is where it lacks the most also i was aware as they moto phones usually don t perform good as they hav
30,Camera is good only in this mobile...if you share that pic to any device that pic not in good quality,camera is good only in this mobile if you share that pic to any device that pic not in good quality
30,Nicee,nicee
60,Average phone,average phone
60,"Good one product,butWhen I delete any file, the delete option appears as a notification for a long time, and that's what's annoying.",good one product butwhen i delete any file the delete option appears as a notification for a long time and that s what s annoying
