days,content,sentiment,summary
150,"Amazing product camera quality is good but needs to improve at night time, The design is good but the curve display needs to handle with care, battery backup and processor performance excellent value ...",Pos,amazing product camera quality is good but needs to improve at night time the design is good but the curve display needs to handle with care battery backup and processor performance excellent value.
150,Awesome product under budget,Pos,awesome product under budget.
150,Excellent phone value for money,Pos,excellent phone value for money.
150,The phone is good for the price.,Pos,the phone is good for the price.
150,WoW Amazing 😍,Pos,wow amazing.
150,Specker sound very wost,Neg,specker sound very wost.
150,Very good 👍 pho,Pos,very good pho.
150,"Review after 15 days- Mind blowing camera is perfect 
Battery is awesome.
Quick charging.
Battery backup really valuable.
Best in this price segment.",Pos,review after 15 days mind blowing camera is perfect battery is awesome quick charging battery backup really valuable best in this price segment.
150,Ok good,Pos,ok good.
150,Wrost,Neg,wrost.
150,Super,Pos,super.
150,Fabulous camera 📸,Pos,fabulous camera.
150,When I'm broght this ph my ph's camera inside store smoke,Neg,when i m broght this ph my ph s camera inside store smoke.
150,Overall great performance 😊,Pos,overall great performance.
150,Good 👍😊,Pos,good.
150,very good mobile,Pos,very good mobile.
150,Money Worth it...,Pos,money worth it.
150,Very good 👍,Pos,very good.
150,Very good,Pos,very good.
150,It is good product,Pos,it is good product.
150,Good camera quality 😍,Pos,good camera quality.
150,Overall is good,Pos,overall is good.
150,Awesome product..👍,Pos,awesome product.
150,Awesome phone 👍🏻,Pos,awesome phone.
150,Very good phone🫡,Pos,very good phone.
150,Awesome 😎 i am satisfied in this price really awesome mobile,Pos,awesome i am satisfied in this price really awesome mobile.
150,It's sound outcome during call very horrible. In my thinking this is money wasteage phone,Neg,it s sound outcome during call very horrible in my thinking this is money wasteage phone.
150,Very nice,Pos,very nice.
150,Good mobile,Pos,good mobile.
150,Amazing,Pos,amazing.
150,Great phone,Pos,great phone.
150,Good product,Pos,good product.
150,This is not a good smartphone under 20k. Waste of money. Unexpected features. Battery discharge quickly. Camera not good. Only showoff specifications on Flipkart.,Neg,"Bad smartphone, waste of money, poor battery and camera."
150,Nice,Pos,nice.
150,Good phone and good looks of this phone and camera quality is very good and allover this phone is very good,Pos,Good phone with good looks and camera quality.
150,"The product is good and value for money 
1- the display is owsm
2- in hand feel is very good 
But motorola phones also have an gallery app which is lack in motorola phones",Pos,"Good product, value for money, good display and feel, but lacks a gallery app."
150,"The phone is super good about all the condition , the battery gives about 75 house time.One of the best camera a saw and I the box motorola did not gave any case and glass, due third party glass can d...",Pos,"Super good phone with great battery and camera, but no case or glass included."
150,Not bad,Pos,not bad.
150,"1.)Camera - Rear camera is the best but selfie could be better.
2.) No lag and heating issue.
3.)Battery life is decent.
4.)Sound - It supports dolby atoms but, phone vibrates too much on full volume ...",Pos,"Good rear camera, no lag, decent battery, but vibrates too much."
150,A classy product!,Pos,a classy product.
150,"Value for money.
Excellent device",Pos,value for money excellent device.
150,I really enjoy,Pos,i really enjoy.
150,Superb,Pos,superb.
150,Good mobile in this range. But sound quality is not good.,Pos,Good mobile but sound quality is not good.
150,Good phone,Pos,good phone.
150,Very nice product in this price range,Pos,very nice product in this price range.
150,Nice,Pos,nice.
150,Good,Pos,good.
150,Super under an average budget,Pos,super under an average budget.
150,Good phone by motorola in budget range,Pos,good phone by motorola in budget range.
150,Superb product and superb exchange deal from Flipkart,Pos,superb product and superb exchange deal.
150,One of the best ☺️,Pos,one of the best.
150,Bad,Neg,bad.
150,Good Product Value For Money,Pos,good product value for money.
150,Loved it 🥰,Pos,loved it.
150,Best phone 60 fusion,Pos,best phone 60 fusion.
150,Good product,Pos,good product.
150,Nice,Pos,nice.
150,Very nice,Pos,very nice.
150,Side volume and power button not good battery backup good display performance nice,Neg,"Bad volume and power button, good battery and display."
150,Excellent,Pos,excellent.
150,Overall a Good Phone at this price Range Go for it,Pos,overall a good phone at this price range.
150,It's ok,Neu,it s ok.
150,Best mobile,Pos,best mobile.
150,Front camera is very bad,Neg,front camera is very bad.
150,Nice,Pos,nice.
150,As expected it was good one,Pos,as expected it was good one.
150,"Display problem, charging problem",Neu,display charging.
150,Look is very,Neu,look is very.
150,Good,Pos,good.
150,Tnx for motorola,Pos,tnx for motorola.
150,Very nice phone,Pos,very nice phone.
150,Everything is good 👍,Pos,everything is good.
150,Nice 👍,Pos,nice.
150,Excellent mobile with good features,Pos,excellent mobile with good features.
150,Nice,Pos,nice.
150,"Superb Mobile
Display was awesome😍😍",Pos,superb mobile display was awesome.
150,Very good,Pos,very good.
150,Very Good performance,Pos,very good performance.
150,Wonderful 👍,Pos,wonderful.
150,Best phone under 20k,Pos,best phone under 20k.
150,ten days use screen lining issue,Neg,ten days use screen lining issue.
150,Phone charger is not working,Neg,phone charger is not working.
150,Good mobile,Pos,good mobile.
150,Very,Neu,very.
150,So good,Pos,so good.
150,Like good,Pos,like good.
150,Very nice,Pos,very nice.
150,I the phone very much moto is better then rearme and vivo,Pos,"Phone is good, Moto is better than Realme and Vivo."
150,Nice mobile i liked,Pos,nice mobile i liked.
150,Cool,Pos,cool.
150,Good,Pos,good.
150,Best,Pos,best.
150,Good product 👍,Pos,good product.
150,"Overall is good performance Phone...
Slightly better...",Pos,overall is good performance phone slightly better.
150,Very good,Pos,very good.
150,Nice product 👍👍👍,Pos,nice product.
150,Very very nice looking mobile,Pos,very very nice looking mobile.
150,Phone look was awesome and camera also good 😊 overall very gnice,Pos,"Phone look and camera are awesome, overall very nice."
150,Good phone 📱📱,Pos,good phone.
150,Very grateful design coveres phone with good features,Pos,very grateful design coveres phone with good features.
150,"Screen got black spot, mobile getting heated during uses and battery draining fast.
Camera is average.",Neg,"Screen has black spot, phone heats up, battery drains fast, camera is average."
150,Superb,Pos,superb.
150,Ok,Neu,ok.
150,Very Good 👍,Pos,very good.
150,Bad,Neg,bad.
150,Exel,Pos,exel.
150,Nice phone,Pos,nice phone.
150,Best mobile in Budget,Pos,best mobile in budget.
150,Look and use premium phone,Pos,look and use premium phone.
150,Very light phone and fast in use.Satisfied,Pos,very light phone and fast in use satisfied.
150,Good performance and good mobile under 25k range,Pos,good performance and good mobile under 25k range.
150,Over all good mobile,Pos,over all good mobile.
150,Very nice,Pos,very nice.
150,Awesome,Pos,awesome.
150,Good,Pos,good.
150,Veyi good 💯🎉,Pos,veyi good.
150,All,Neu,all.
150,I am not satisfied with this when the sound is coming the back case  part of the Mobile is vibrating.the sond is not also good,Neg,"Not satisfied, back case vibrates with sound, sound is not good."
150,"Overall good package, camera super in this price range, display also very good",Pos,"Overall good package, camera super in this price range, display also very good."
150,Super mobile,Pos,super mobile.
150,Great d,Pos,great d.
150,CAMERA PIXELS VERY LOW,Neg,camera pixels very low.
150,Superb one,Pos,superb one.
150,Nice pr,Pos,nice pr.
150,Good,Pos,good.
150,Good design and feel awosom,Pos,good design and feel awosom.
150,Good and stylish one,Pos,good and stylish one.
150,very nice,Pos,very nice.
150,Superb phone with budget,Pos,superb phone with budget.
150,"If you are looking for best camera phone in budget then you must buy it , it also has very good battery backup with fast chargeing facility, sound quality and display are also excellent (but I faced l...",Pos,"Best camera phone in budget, good battery, fast charging, excellent sound and display, but faced l."
150,"The phone does not support NFC, dont trust any sponsored video for this. In sponsored video people claim that this phone has NFC, whereas in the phone NFC is not there.",Neg,"Phone does not support NFC, sponsored videos are misleading."
150,Osm,Pos,osm.
150,Impressive phone. Best in the budget.,Pos,impressive phone best in the budget.
150,"camera is awesome 
Display and design awesome",Pos,camera is awesome display and design awesome.
150,Better price 🤑better camera📷 👍👍,Pos,better price better camera.
150,Happy with product.,Pos,happy with product.
150,Wonderfull camera phone and also good battery backup design is very comfortable worthy to buy in cost wise,Pos,"Wonderfull camera phone, good battery, comfortable design, worthy buy."
150,Just Awesome!,Pos,just awesome.
150,It's nice phone,Pos,it s nice phone.
150,Good,Pos,good.
150,Best phone I love this phone so much all functions and best this segment phone,Pos,"Best phone, loves it, best in segment."
150,All-over this product is very beautiful and very attractive product but delevary is very poor from ecart,Neg,Beautiful product but poor delivery.
150,Awesome,Pos,Awesome.
150,Not satisfied 😭,Neg,Not satisfied.
150,"Using more than 2 months and till now no issue faced. As a samsung user If I compare with Moto, both are good but Samsung gets advantage in security and android updates with some user interface easiness.",Pos,"Good phone, Samsung better in security and updates."
150,"The mobile is very good, the camera is also good, the battery backup is also good but there is a heat problem.",Neu,"Good phone, camera, and battery, but heats up."
150,"This phone is for my dad, and he is very happy with all the factors mentioned above which is camera, battery, display, design and performance. He is using the phone",Pos,"Dad is happy with camera, battery, display, design, and performance."
150,Good 👍,Pos,Good.
150,"Amazing slim design 
Looks like a masterpiece
Thankyou Flipkart on time delivery 
Value buy product",Pos,"Amazing slim design, on-time delivery, value buy."
150,Picture quality is awesome overall Nice phone.,Pos,"Awesome picture quality, overall nice phone."
150,Very defective phone delivered.auto reboot every 1-2 hours and decrease volume button not working,Neg,"Defective phone, auto rebooting, volume button not working."
150,It's best phone this price,Pos,Best phone for the price.
150,Good,Pos,Good.
150,"Amazing quality of camera, this mobile is classic no.1",Pos,"Amazing camera quality, classic mobile."
150,Nice performance,Pos,Nice performance.
150,This is a genuine review. Camera performance is bad and battery performance is very poor despite moderate use just data on and 10 calls attended in a day. The battery drains faster than expected. Moto...,Neg,"Bad camera and battery performance, drains quickly."
150,beast,Pos,Beast.
150,So-nice mobile,Pos,So nice mobile.
150,Very very poor mic sound quality,Neg,Very poor mic sound quality.
150,Fabulous,Pos,Fabulous.
150,Nice,Pos,Nice.
150,Waste of money display not w,Neg,"Waste of money, display not working."
150,Nice,Pos,Nice.
150,👍 good,Pos,Good.
150,Tooo good 👍,Pos,Tooo good.
150,"First impressions:

Display colors and brightness
Speaker quality
Cameras are decent
Adapter and cable are included.",Neu,"First impressions: display, speaker, cameras are decent, adapter included."
150,Nice,Pos,Nice.
150,Good Camera and performance is amazing,Pos,Good camera and amazing performance.
150,Best phone 🤳🤳📱📱,Pos,Best phone.
150,Fantastic mobile.,Pos,Fantastic mobile.
150,Good,Pos,Good.
150,"charger stopped working within 1 month of purchasing...
disgusting",Neg,"Charger stopped working within 1 month, disgusting."
150,Nice👍😊 Phone,Pos,Nice phone.
150,Good product with this range,Pos,Good product with this range.
150,Very good product,Pos,Very good product.
150,Very nice and camera quality are best,Pos,Very nice and camera quality are best.
150,"This phone is very good and smooth,",Pos,This phone is very good and smooth.
150,Great Display and Camera,Pos,Great display and camera.
150,Best,Pos,Best.
150,Good one,Pos,Good one.
150,Nc,Pos,Nc.
150,Awesome,Pos,Awesome.
150,Worth the money,Pos,Worth the money.
150,Motorola 60 fusion mobile nice,Pos,Motorola 60 fusion mobile nice.
150,Product is good  and value for money,Pos,Product is good and value for money.
180,Nyc,Pos,Nyc.
180,Nice,Pos,Nice.
180,Side button is not working,Neg,Side button is not working.
180,Best camera 📱,Pos,Best camera.
180,Value for money,Pos,Value for money.
180,I love it ❣️,Pos,I love it.
180,Very cool phone in this price segment,Pos,Very cool phone in this price segment.
180,"After update android 16 the phone camera not good 
Al features not work in photo editing betery drain like 2 to 3 year old phone",Neg,"Camera quality worsened after Android 16 update, features don't work, and battery drains quickly."
180,Nice,Pos,nice.
180,Good,Pos,good.
180,If you want a smooth phone with no lag don't buy this,Neg,"Not a smooth phone, experiences lag."
180,"This phone Network problem is very high in village 
Not for low connectivity network suitable this Phone 
Very poor 
I am very disappointed",Neg,"Poor network connectivity in villages, very disappointing."
180,Overall gooda  all-rounder phone,Pos,Overall good all-rounder phone.
180,Good,Pos,good.
180,Nice,Pos,nice.
180,Value for money,Pos,value for money.
180,"I will not recommend you this phone if you are a heavy users or a gamer,other than this you can buy it",Neg,Not recommended for heavy users or gamers.
180,Best mobile,Pos,best mobile.
180,My favourite brand i so happy 😊😁,Pos,my favourite brand i so happy.
180,"Best camera phone in this price range 💖  
awesome display 
Very good design 💯 
Battery good",Pos,"Best camera phone in this price range with awesome display, good design, and good battery."
180,Good Product,Pos,good product.
180,Best phone for camera user,Pos,best phone for camera user.
180,"Camera 10/7

Battery 10/8

Display 10/10

Performance 10/6",Pos,"Camera 10/7, battery 10/8, display 10/10, performance 10/6."
180,Value of money,Pos,value of money.
180,Overall nice phone,Pos,overall nice phone.
180,"Good Product with a decent camera and a Great Battery life 👍 


Premium Display, Worth Every penny.",Pos,"Good product with decent camera, great battery, and premium display."
180,Superb as per price,Pos,superb as per price.
180,Nice mobile,Pos,nice mobile.
180,Nice,Pos,nice.
180,Okay good,Pos,okay good.
180,"All good, nice product.",Pos,all good nice product.
180,Best phone,Pos,best phone.
180,"Stock android experience 
Slim and sleek 
Premium built quality 
Best for normal users like elder people",Pos,"Stock Android, slim, premium build, best for normal users."
180,Super camera super display battery backup ok,Pos,"Super camera, super display, battery backup ok."
180,It is a good phone worth buying,Pos,It is a good phone worth buying.
180,Full Paisa wasool! All features are great camera quality and display quality specially build.,Pos,"Full paisa wasool, great features, camera and display quality."
180,Best,Pos,best.
180,Good product,Pos,good product.
180,Best features at low,Pos,best features at low.
180,"It is simply superbbb, nice features,",Pos,it is simply superbbb nice features.
180,Very good product,Pos,very good product.
180,Nice phone,Pos,nice phone.
180,Full curved mobile is good looking worth it,Pos,Full curved mobile is good looking worth it.
180,This mobile is a very light weight and it operates one hand mode. I feel good.,Pos,"Light weight and operates one hand mode, feels good."
180,Excellent phone at this range,Pos,excellent phone at this range.
180,Very lagy and foggy and network issue,Neg,"Very laggy, foggy, and network issue."
180,Nice,Pos,nice.
180,Overall phone is good,Pos,overall phone is good.
180,Worth for the money and very smooth use with this moto UI,Pos,Worth the money and very smooth use with Moto UI.
180,Good in this price range,Pos,good in this price range.
180,Good,Pos,good.
180,Nice camera,Pos,nice camera.
180,Not working this phone I have newly purchased this phone I am totally upset for this phone.,Neg,"Not working, newly purchased, totally upset."
180,Not bad,Pos,not bad.
180,Overall good,Pos,overall good.
180,Good,Pos,good.
180,Nice,Pos,nice.
180,Nice,Pos,nice.
180,"Battery capacity is very low, only get 3hr charge bad battery backup",Neg,"Low battery capacity, only 3hr charge, bad battery backup."
180,I have bought it for Camera Performance and IP 69 protection. It has a ultra wide angle camera which is great for a  small Social media influencer like me.,Pos,"Good camera performance and IP69 protection, great ultra-wide angle camera."
180,Product is good 👍,Pos,Product is good.
180,Good phone,Pos,Good phone.
180,Mobile superrr,Pos,Mobile superrr.
180,In 25k segment this phone is no1...,Pos,Best phone in the 25k segment.
180,Just ok,Neu,Just ok.
180,Good performance,Pos,Good performance.
180,"Product is good.value for money, sound quality is awesome 💯",Pos,"Good value for money, awesome sound quality."
180,Nice camera.I luv it. Overall good.,Pos,"Nice camera, overall good."
180,Display and design awesome.back camera even potrait mode awesome.front camera is average while people make more hyp.,Pos,"Awesome display and design, good back camera, average front camera."
180,Good,Pos,Good.
180,Good 👍,Pos,Good.
180,Sup,Pos,Sup.
180,Cool and light weight.,Pos,Cool and light weight.
180,"Very good 
Nice phone",Pos,Very good nice phone.
180,Just wow,Pos,Just wow.
180,Camara Good,Pos,Camara good.
180,Camera is not satisfy,Neg,Camera is not satisfying.
180,All performance are best 👍,Pos,All performance are best.
180,Best phone considering the price.,Pos,Best phone considering the price.
180,Speaker and mic could habe been better. But overall good package,Pos,"Speaker and mic could be better, but overall good."
210,Fantastic phone,Pos,Fantastic phone.
210,For this range i would say overall superb excellent features flagship device thanks to motorola ⭐⭐⭐⭐⭐,Pos,Superb excellent features flagship device.
210,Nice,Pos,Nice.
210,But it's Good phone,Pos,But it's a good phone.
210,Network prob,Neg,Network prob.
210,Good 💯,Pos,Good.
210,Nice mobile 📲📱,Pos,Nice mobile.
210,Masterpiece,Pos,Masterpiece.
210,Verry worst product because it hangs on if any normal work tuch cann work when switch off phone then work properly .,Neg,"Very worst product, hangs and touch doesn't work."
210,Awesome,Pos,Awesome.
210,Motorola brand is always super n value for money✌️✌️,Pos,Motorola brand is always super and value for money.
210,Awesome,Pos,Awesome.
210,Motorola is Aura...... Phone 🤳💀,Pos,Motorola is aura phone.
210,Camera quality is very bad!,Neg,Camera quality is very bad.
210,Great product 😃. Sleek design light weight but feels slow sometimes may be I will used to it with time,Pos,"Great product, sleek design, light weight, but feels slow sometimes."
210,Nice product Luk is vari nice,Pos,"Nice product, good look."
210,Jst Awesome,Pos,Jst awesome.
210,"Performance slow, design good,",Neg,"Performance slow, design good."
210,Battery not good,Neg,Battery not good.
210,Battery not good,Neg,Battery not good.
210,Camera is bit okay...Pictures re good for this price point...,Pos,"Camera is bit okay, pictures are good for this price point."
210,Good Quality,Pos,Good quality.
210,Camera and performance excellent,Pos,Camera and performance excellent.
210,All round phone,Pos,All round phone.
210,Good,Pos,Good.
210,Very good product,Pos,Very good product.
210,"Worth it nice phone for this price range, awesome camera quality.",Pos,"Worth it, nice phone for this price range, awesome camera quality."
210,Great mob😍,Pos,Great mob.
210,Battery draining fa,Neg,Battery draining fa.
210,Nice phone😛,Pos,Nice phone.
210,Very good phone in this range..just go for it.,Pos,"Very good phone in this range, just go for it."
210,Best phone at this price.,Pos,Best phone at this price.
210,Best product value for money,Pos,Best product value for money.
210,Fantastic 😍,Pos,Fantastic.
210,Super hero mobile Motorola edge 60✨💝💝💝,Pos,Super hero mobile Motorola Edge 60.
210,Speaker sound too low,Neg,Speaker sound too low.
210,Average,Neu,Average.
210,Poor q,Neg,Poor q.
210,Camera can be more good.,Neg,Camera could be better.
210,Okok,Neu,okok.
210,Nic,Pos,nic.
210,Awesome,Pos,awesome.
210,This phone is good in every,Pos,This phone is good in every aspect.
210,Excellent mobile. worth for money.,Pos,Excellent mobile worth the money.
210,Good,Pos,good.
210,Overall good phone ....go ahead without second opinion,Pos,"Overall good phone, buy it."
210,Value for money,Pos,value for money.
210,Not user friendly. Waste of money. Don't buy.,Neg,"Not user friendly, waste of money, don't buy."
210,Very good product,Pos,Very good product.
210,Great,Pos,great.
210,"Otg not working 
68 watt turbocharger totally fail",Neg,"OTG not working, turbocharger fails."
210,For normal uses this phone is best in his price range but in performance this phone totally not worth for camera lover this phone is best in this price segment,Neu,"Good for normal use and camera lovers, but not for performance."
210,"Superb Mobile thanks to Moto one of the best phone and also it's price.....
Only one Flipkart delivery was failure.... No transperancy
..",Pos,"Superb mobile, thanks to Moto, but Flipkart delivery failed."
210,Battery drain..phone getting hot,Neg,"Battery drains, phone gets hot."
210,Hanging issues,Neg,Hanging issues.
210,Awesome colour and quality .🥰,Pos,Awesome color and quality.
210,"Waste, over heating",Neg,"Waste, overheating."
210,Great performance mobile,Pos,Great performance mobile.
210,For Better experience to but moto,Pos,For better experience buy moto.
240,Good Camera Great display. Looks premium,Pos,"Good camera, great display, looks premium."
240,Quite slim and light weight design with Excellent selfie camera.,Pos,"Slim, lightweight design with excellent selfie camera."
240,Good,Pos,good.
240,Shandar,Pos,shandar.
240,"Good looking display 👍 
Good battery 🔋 

Have few software issues but
Not snappy as expected 😑",Neu,"Good looking display, good battery, software issues, not snappy."
240,Good phone,Pos,Good phone.
240,Excellent and am very happy,Pos,Excellent and very happy.
240,Camera and display are the highlights. Phone is best for the price of 21k. Moto has really done a great job.,Pos,"Camera and display are highlights, best for the price."
240,very nice product,Pos,Very nice product.
240,Charger given with box is very slow charging the phone and and many times the caller who call me say that phone is not reachable means mobile antenna problem...😔,Neg,"Slow charger, caller says phone unreachable."
240,Good,Pos,good.
240,Excellent model. Much attractive,Pos,"Excellent model, very attractive."
240,"Sir, everything should have been a little better, the camera.",Neu,Camera could be a little better.
240,Good budget phone,Pos,Good budget phone.
240,Nice,Pos,nice.
240,Awesome phone design and camera quality is very nice worling very smooth tank you flipkart,Pos,"Awesome phone, design and camera are nice, works smooth."
240,"value for money , allrounder good",Pos,Value for money allrounder good.
240,"Excellent,   Dual camera recording amazing, I can capture video front and back at the same time. Best for Vloggers,",Pos,"Excellent dual camera recording, best for vloggers."
240,It's ok but camera should more better,Neu,"It's ok, but camera should be better."
240,"Don't buy this if you are looking for photography 
Heating issues 
Battery back up is good 
Worst fingerprint sensor it won't recognizes you 
Worst worst at its best",Neg,"Don't buy for photography, heating issues, bad fingerprint sensor."
240,Phone is good and I like phone cameras paunchy colours. ❤️,Pos,"Phone is good, likes the cameras punchy colors."
240,Good mobile phone,Pos,Good mobile phone.
240,Nice phone,Pos,Nice phone.
240,"Wifi connectivity very bad
Bad product
Not good for purchase",Neg,"Wifi connectivity very bad, not good for purchase."
240,Calling problem,Neu,calling.
240,Charger stopped working in 2 days.,Neg,Charger stopped working in 2 days.
240,"After 2 months chargers not working 

Charger not good",Neg,"Charger not good, stopped working after 2 months."
240,I love it .,Pos,User loves the phone.
240,Good working and good looking,Pos,Good working and good looking phone.
240,Good looking phone and oly one think minus please improve the processor otherwise this phone is  normal usage person fine for them,Pos,"Good looking phone, processor needs improvement, otherwise fine for normal use."
240,Phone camera poor quality and observed overheating.,Neg,Poor camera quality and overheating issues.
240,Value for money best Phone,Pos,"Value for money, best phone."
240,Voice interrupted during calls .... Microphone is not good....after 6 month of use this phone is worse for calling .... microphone is worse... don't buy this ... Buy iQOO instead,Neg,"Voice interrupted during calls, microphone is bad after 6 months, don't buy."
240,Decent mobile at much better price.,Pos,Decent mobile at a better price.
240,Very nice cemra,Pos,Very nice camera.
240,Super camera,Pos,Super camera.
240,Gud,Pos,Good.
240,"good phone looks premium on hand, it's not for gaming but daily needs. there is slight lag on overall Ui but trust me Display at this price is unbeatable.. battery back is 2 days and doesn't require t...",Pos,"Good phone, premium look, not for gaming, slight UI lag, unbeatable display, good battery."
240,Excellent mobile and smart looking and smart working.,Pos,"Excellent mobile, smart looking and working."
240,"Best over all , satisfied , r",Pos,"Best overall, satisfied."
