days,content,cleaned_review,llm_output
270,Best in this price range,best in this price range,ID: 140 | Sentiment: Pos | Summary: Best in this price range.
270,"Battery improved, long tall mobile but in hand feels okay.
The display is super smooth and brighter , classy and premium. The battery does not drain at all. Super fast charging but my other charger go...",battery improved long tall mobile but in hand feels okay the display is super smooth and brighter classy and premium the battery does not drain at all super fast charging but my other charger go,"ID: 141 | Sentiment: Pos | Summary: Improved battery, tall mobile, smooth display, fast charging."
330,All thing is good but camera performance is not too good during night,all thing is good but camera performance is not too good during night,ID: 142 | Sentiment: Neg | Summary: Camera performance is not good at night.
330,"Pros:
Good display 
Clean software 
Good design 
Base variant starting from 8-256 which is best in the price range 

Cons: 
No back cover 
No screen protector",good display clean software good design base variant starting from 8 256 which is best in the price range no back cover no screen protector,"ID: 143 | Sentiment: Pos | Summary: Good display, clean software, good design, best in price range."
330,"Hello Guys, 
I'm writing this review after 2days of my purchase of new moto edge 60 fusion phone.

The phone looks beautiful in hand more then in pictures. The purple/violet colour is actually darker ...",hello guys i m writing this review after 2days of my purchase of new moto edge 60 fusion phone the phone looks beautiful in hand more then in pictures the purple violet colour is actually darker,"ID: 144 | Sentiment: Neu | Summary: Phone looks beautiful, purple violet color is darker."
300,"Display - Excellent 
Performance - Butter smooth 
Camera - Excellent 
Sound - Dolby Atmos is good but not loud
Design - Not good, Back camera occupied 30% of space, back camera setup is not as good as...",display excellent performance butter smooth camera excellent sound dolby atmos is good but not loud design not good back camera occupied 30 of space back camera setup is not as good as,"ID: 145 | Sentiment: Neg | Summary: Excellent display and performance, but design and back camera setup are not good."
330,"Camera quality -4.5/5
Battery -4/5
Display quality -5/5
Performance -4.5/5
Design -5/5
Really amazing and worth for this price range.",camera quality 4 5 5 battery 4 5 display quality 5 5 performance 4 5 5 design 5 5 really amazing and worth for this price range,"ID: 146 | Sentiment: Pos | Summary: Amazing camera, battery, display, performance, and design, worth the price."
60,I write this review after use it 5 to 6 months best quality camera and battery you can blindly buy it worth of your money nothing problem I can face this duration awesome phone thank you Motorola as w...,i write this review after use it 5 to 6 months best quality camera and battery you can blindly buy it worth of your money nothing i can face this duration awesome phone thank you motorola as w,"ID: 147 | Sentiment: Pos | Summary: Best quality camera and battery, worth the money."
120,All Performance is good 💯😊,all performance is good,ID: 148 | Sentiment: Pos | Summary: All performance is good.
150,Awesome 😎👍,awesome,ID: 149 | Sentiment: Pos | Summary: Awesome.
150,Superb mobile 👌👌😍 1 No,superb mobile 1 no,ID: 150 | Sentiment: Pos | Summary: Superb mobile.
180,Best product 😘,best product,ID: 151 | Sentiment: Pos | Summary: Best product.
180,Excellent,excellent,ID: 152 | Sentiment: Pos | Summary: Excellent.
180,Value for money devic,value for money devic,ID: 153 | Sentiment: Pos | Summary: Value for money device.
180,Best features are available,best features are available,ID: 154 | Sentiment: Pos | Summary: Best features are available.
180,"Phone is mind blowing but there is less some apps in the phone, and one of the best phone in this price range",phone is mind blowing but there is less some apps in the phone and one of the best phone in this price range,"ID: 155 | Sentiment: Pos | Summary: Mind blowing phone, some apps are missing, best in price range."
180,"It's Outstanding performance and very attractive design to use thank you 🙏 moto,and great to use our Indian product",it s outstanding performance and very attractive design to use thank you moto and great to use our indian product,ID: 156 | Sentiment: Pos | Summary: Outstanding performance and attractive design.
180,"Value for money 💰
Camera Good 
Overall mobile performance good",value for money camera good overall mobile performance good,"ID: 157 | Sentiment: Pos | Summary: Value for money, good camera, good overall performance."
210,The camera quality is superb... performance i,the camera quality is superb performance i,ID: 158 | Sentiment: Pos | Summary: The camera quality is superb performance.
210,"The reviews for this phone speak for themselves...

This phone has exceptional value in the 20k- 25k range, delivering well-balanced performance:

1. Excellent camera quality
2. Reliable and smooth pe...",the reviews for this phone speak for themselves this phone has exceptional value in the 20k 25k range delivering well balanced performance 1 excellent camera quality 2 reliable and smooth pe,"ID: 159 | Sentiment: Pos | Summary: Exceptional value, well-balanced performance, excellent camera, reliable and smooth."
210,Excellent picture with decent performance and good battery backup,excellent picture with decent performance and good battery backup,"ID: 160 | Sentiment: Pos | Summary: Excellent picture, decent performance, and good battery backup."
210,"Nice Phone recently i switched from iphone 
It's worth purchase",nice phone recently i switched from iphone it s worth purchase,"ID: 161 | Sentiment: Pos | Summary: Nice phone, worth the purchase after switching from iPhone."
210,Nice quality,nice quality,ID: 162 | Sentiment: Pos | Summary: Nice quality.
240,Good product you can go for it,good product you can go for it,"ID: 163 | Sentiment: Pos | Summary: Good product, you can go for it."
240,Great features witu great camera and awesome potrait,great features witu great camera and awesome potrait,ID: 164 | Sentiment: Pos | Summary: Great features with great camera and awesome portrait.
270,One of the best camera and best handset wonderful 👍,one of the best camera and best handset wonderful,"ID: 165 | Sentiment: Pos | Summary: One of the best camera and best handset, wonderful."
270,Camera Good quality,camera good quality,ID: 166 | Sentiment: Pos | Summary: Camera good quality.
270,Love it. I order for my mom bday gift,love it i order for my mom bday gift,"ID: 167 | Sentiment: Pos | Summary: Love it, ordered for mom's birthday gift."
